ref,title,year,source,selection_criteria,status,display,input,interaction,collaboration,model,size,doi
,Learning basic concept of computer programming with path-finding task in ar and its properties,2021,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Headset,"Sensor-Assisted-Vision-Based, Vision-Based",Gesture,Usuário único,Microsoft HoloLens,,10.1007/s10639-020-10416-9
,Designing a Learning Robot to Encourage Collaboration Between Children,2021,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1007/978-3-030-78448-5_11
,Learning Environment based on an Interactive Projection Table for Children,2021,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,Front-Projected,"Sensor-Assisted-Vision-Based, Vision-Based",Tangibility,Colaboração presencial,,,10.1109/AIVR52153.2021.00026
,Designing a tangible tabletop installation and enacting a socioenactive experience with TangiTime,2021,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,TangiTime,53”,10.1186/s13173-021-00112-y
,RFID-based tangible and touch tabletop for dual reality in crisis management context,2021,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,TangiSense 2,42.5”,10.1007/s12193-021-00370-2
,Figaro: A Tabletop Authoring Environment for Human-Robot Interaction,2021,ACM Digital Library,Study describing digital tabletop techniques,Accepted,Rear-Projected,"Sound-Based, Sensor-Assisted-Vision-Based","Multi-touch, Speech, Tangibility, Touch",Colaboração presencial,,,10.1145/3411764.3446864
,Affording embodied cognition through touchscreen and above-the-surface gestures during collaborative tabletop science learning,2021,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,10.1007/s11412-021-09341-x
,Design Strategies for Collaborative Learning in Tangible Tabletops: Positive Interdependence and Reflective Pauses,2021,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,10.1093/iwc/iwab026
,"Working Attention, Planning and Social Skills Through Pervasive Games in Interactive Spaces",2022,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,NIKVision,,10.1109/TLT.2022.3155993
,Introducing the Smart City to Children with a Tangible Interaction Table: Expliquer la ville intelligente aux enfants avec une table d�interaction tangible,2022,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,,10.1145/3451148.3458645
,TangibleGrid: Tangible Web Layout Design for Blind Users,2022,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Tangible-Tokens,Tangibility,Usuário único,,,10.1145/3526113.3545627
,Tangible Chromatin: Tangible and Multi-surface Interactions for Exploring Datasets from High-Content Microscopy Experiments,2022,ACM Digital Library,Study describing digital tabletop techniques,Accepted,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,MultiTaction Cell Ultra-Thin Bezel (MT553UTB) x3,90”,10.1145/3567711
,Tangible User Interface to Learn about Voronoi Diagrams,2022,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,"Sensor-Assisted-Vision-Based, Vision-Based",Tangibility,Colaboração presencial,,"55""",10.1109/AIVR56993.2022.00046
,Players and Performance: Opportunities for Social Interaction with Augmented Tabletop Games at Centres for Children with Autism,2022,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Front-Projected,"Tangible-Tokens, Electrical-Based, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,,,10.1145/3567716
,Enabling Tangible Interaction on Non-touch Displays with Optical Mouse Sensor and Visible Light Communication,2022,ACM Digital Library,Study describing digital tabletop techniques,Accepted,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,,,10.1145/3491102.3517666
,The Hyper Drumhead: A Musical Instrument For The Audio/Visual Manipulation Of Sound Waves,2022,ACM Digital Library,Study describing digital tabletop techniques,Accepted,Rear-Projected,Sensor-Assisted-Vision-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1145/3532833.3538686
,Reducing the Cognitive Load of Playing a Digital Tabletop Game with a Multimodal Interface,2022,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Speech, Tangibility, Touch",Colaboração presencial,MultiTaction MT550 + Speech,"55""",10.1145/3491102.3502062
,Instruction pictograms for experience-based displays and their use cases,2022,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,Front-Projected,Vision-Based,Gesture,Usuário único,,,10.1016/j.entcom.2022.100503
,How do preschoolers interact with peers? Characterising child and group behaviour in games with tangible interfaces in school,2022,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,NIKVision,,10.1016/j.ijhcs.2022.102849
,Fostering AI Literacy with Embodiment Creativity: From Activity Boxes to Museum Exhibits,2023,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,"Tangible-Tokens, Electrical-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Ideum (Model Ommited),,10.1145/3585088.3594495
,Teachable Reality: Prototyping Tangible Augmented Reality with Everyday Objects by Leveraging Interactive Machine Teaching,2023,ACM Digital Library,Study describing digital tabletop techniques,Accepted,Headset,"Tangible-Tokens, Vision-Based","Gesture, Tangibility",Usuário único,,,10.1145/3544548.3581449
,Embodied Machine Learning,2024,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1145/3623509.3633370
,Xylocode: A Novel Approach to Fostering Interest in Computer Science via an Embodied Music Simulation,2024,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Embedded,"Tangible-Tokens, Electrical-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Ideum (Model Ommited),,10.1145/3613904.3642098
,A Table-Top Interface for Real-Time Coaching in Abacus Learning,2024,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,Embedded,"Tangible-Tokens, Vision-Based",Tangibility,Usuário único,,,10.1109/SMARTCOMP61445.2024.00056
,AQUARIA: Assistive Querying in Augmented Reality for Interactive Analytics,2024,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,"Embedded, Headset","Tangible-Tokens, Electrical-Based, Vision-Based","Gesture, Multi-touch, Tangibility, Touch",Colaboração presencial,,,10.1109/OCEANS55160.2024.10753871
,MakeBronze: An interactive system to promote Chinese bronze culture in children through hands-on experience with lost-wax casting,2024,Science@Direct,Study describing digital tabletop techniques,Accepted,Front-Projected,Pen,Tangibility,Usuário único,,,10.1016/j.ijhcs.2023.103201
,Pointing gestures accelerate collaborative problem-solving on tangible user interfaces,2025,Scopus,Study evaluating digital tabletop techniques,Accepted,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,MultiTaction MT550,"55""",10.1007/s12193-024-00448-7
,Exploring Interactions with Tangible and Actuated Tokens on a Shared Tabletop for Railway Traffic Management Control Centres,2025,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,Front-Projected,Tangible-Tokens,Tangibility,Colaboração presencial,,,10.1145/3689050.3704938
