title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa,doi
A Tabletop Interface Using Controllable Transparency Glass for Collaborative Card-Based Creative Activity,2008,Springer Link,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,AwareTable,,10.1007/978-3-540-85565-1_106
A Tabletop-Based Real-World-Oriented Interface,2011,Springer Link,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Vision-Based",Touch,Usuário único,,,10.1007/978-3-642-21605-3_15
A tangible user interface for assessing cognitive mapping ability,2009,Science@Direct,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Usuário único,,,https://doi.org/10.1016/j.ijhcs.2008.09.014
A Toolkit for Prototyping Tabletop-Centric Cross-Device Interaction,2020,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Embedded, Multi-Device","Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40 + Mobile,40”,10.1080/10447318.2019.1662667
A-CUBE: A Tangible Tabletop Application to Support Safe and Independent Chemistry Experiments,2010,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Usuário único,,,10.1109/UIC-ATC.2010.120
Actions speak loudly with words: Unpacking collaboration around the table,2009,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,DiamondTouch,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,10.1145/1731903.1731939
Active Pathways: Using Active Tangibles and Interactive Tabletops for Collaborative Modeling in Systems Biology,2016,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,,53”,10.1145/2992154.2992176
Adaptive personal territories for co-located tabletop interaction in a museum setting,2011,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Sensor-Assisted-Vision-Based,"Multi-touch, Touch",Colaboração presencial,,"65""",10.1145/2076354.2076375
Affordances for manipulation of physical versus digital media on interactive surfaces,2007,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,Vision-Based,"Gesture, Multi-touch, Touch",Colaboração presencial,,30”,10.1145/1240624.1240799
Affording embodied cognition through touchscreen and above-the-surface gestures during collaborative tabletop science learning,2021,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Microsoft Surface (Samsung SUR40) touch table,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,10.1007/s11412-021-09341-x
AGORAS: Exploring Creative Learning on Tangible User Interfaces,2011,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted, Microsoft Surface,Embedded,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1109/COMPSAC.2011.50
Alerting Accidents with Ambiguity: A Tangible Tabletop Application for Safe and Independent Chemistry Experiments,2010,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Tangible-Tokens, Vision-Based",Tangibility,Usuário único,,,10.1007/978-3-642-16355-5_14
aMAZEd: designing an affective social game for children,2007,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens",Tangibility,Colaboração presencial,Visual Interaction Platform (VIP),,10.1145/1297277.1297287
An asymmetric collaborative system for architectural-scale space design,2018,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Sensor-Assisted-Vision-Based,"Multi-touch, Touch",Colaboração presencial,Flatfrog Multitouch 3200,"32""",10.1145/3284398.3284416
An environment for collaborative iteration planning,2005,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Vision-Based",Touch,Colaboração presencial,,,10.1109/ADC.2005.12
An exploratory study of co-located collaborative visual analytics around a tabletop display,2010,Scopus,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,Microsoft Surface,30”,10.1109/VAST.2010.5652880
An Immersive Motion Interface with Edutainment Contents for Elderly People,2008,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,u-Table,59”,10.1007/978-3-540-89220-5_16
An interaction on a flat panel display using a planar 1-DOF electrostatic actuator,2011,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Tangible-Tokens,Tangibility,Usuário único,,,10.1145/2076354.2076404
An Investigation on a Suitable Information Structure of a Museum Environment for Large Display,2018,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,Microsoft SUR40 ,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,10.1007/978-981-13-1628-9_27
Analysing engaging experiences with a tangible 3D tabletop,2014,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,"Rear-Projected, Front-Projected",Vision-Based,Tangibility,Colaboração presencial,,,10.1145/2663806.2663831
Analysing Tabletop Based Computer Supported Collaborative Learning Data through Visualization,2011,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Pen,Tangibility,Colaboração presencial,Promethean ActivBoard,,10.1007/978-3-642-25191-7_32
Analysing the effect of tangibile user interfaces on spatial memory,2017,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,"Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40,40”,10.1145/3131277.3132172
Analysis of natural gestures for controlling robot teams on multi-touch tabletop surfaces,2009,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,10.1145/1731903.1731912
Analyzing Multimodal Communication around a Shared Tabletop Display,2009,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,10.1007/978-1-84882-854-4_17
AQUARIA: Assistive Querying in Augmented Reality for Interactive Analytics,2024,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Embedded, Headset","Tangible-Tokens, Electrical-Based, Vision-Based","Gesture, Multi-touch, Tangibility, Touch",Colaboração presencial,,,10.1109/OCEANS55160.2024.10753871
AR Tabletop Interface using a Head-Mounted Projector,2017,Scopus,Study describing digital tabletop techniques,Accepted,,Front-Projected,"Sensor-Assisted-Vision-Based, Vision-Based",Touch,Usuário único,,,10.1109/ISMAR-Adjunct.2016.0097
AR Tabletop Interface Using an Optical See-Through HMD,2016,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Headset,Sensor-Assisted-Vision-Based,"Multi-touch, Touch",Usuário único,,,10.1145/2983310.2989180
Are tangibles more fun? comparing children's enjoyment and engagement using physical graphical and tangible user interfaces,2008,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,,,10.1145/1347390.1347433
ARmy: A study of multi-user interaction in spatially augmented games,2012,IEEE Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Vision-Based,Tangibility,Colaboração presencial,,,10.1109/CVPRW.2012.6239198
Around the table: are multiple-touch surfaces better than single-touch for children's collaborative interactions?,2009,ACM Digital Library,Study evaluating digital tabletop techniques,Accepted,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,
Around-Device Interactions: A Usability Study of Frame Markers in Acquisition Tasks,2015,Springer Link,Study describing digital tabletop techniques,Accepted,,Multi-Device,Tangible-Tokens,Tangibility,Colaboração presencial,,,10.1007/978-3-319-22668-2_16
Arrange-A-Space: tabletop interfaces and gender collaboration,2011,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,10.1145/1979742.1979797
ART-Chess: A Tangible Augmented Reality Chess on Tabletop,2015,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Embedded, Headset","Tangible-Tokens, Sensor-Assisted-Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,Samsung SUR40 + Headset,40”,10.1145/2817721.2823485
At home with surface computing?,2012,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Embedded,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,,,10.1145/2207676.2207699
Attribute gates,2008,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Pen,Tangibility,Colaboração presencial,Promethean Activboard,,10.1145/1449715.1449726
Augmented reality and tangible user interfaces integration for enhancing the user experience,2012,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,Sensor-Assisted-Vision-Based,Multi-touch,Colaboração presencial,,,10.1145/2407516.2407536
BacPack for New Frontiers: A Tangible Tabletop Museum Exhibit Exploring Synthetic Biology,2016,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,55” Multitaction Cell,55”,10.1145/2992154.2996878
BacPack: Exploring the Role of Tangibles in a Museum Exhibit for Bio-Design,2017,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Tangibility",Colaboração presencial,55” MultiTaction Cell,55”,10.1145/3024969.3025000
Balancing Act: Enabling Public Engagement with Sustainability Issues through a Multi-touch Tabletop Collaborative Game,2011,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,EventTable + Multi-touch,,10.1007/978-3-642-23771-3_16
Balancing Skills to Optimize Fun in Interactive Board Games,2009,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,Tangible-Tokens,Tangibility,Colaboração presencial,Edutainment Sensor Platform (ESP),,10.1007/978-3-642-03655-2_35
Believable interaction with a quasi-tangible tabletop interface,2007,Scopus,Study evaluating digital tabletop techniques,Accepted,,Rear-Projected,"Tangible-Tokens, Vision-Based","Gesture, Multi-touch, Tangibility, Touch",Colaboração presencial,,,10.1002/cav.167
Beyond one-size-fits-all: how interactive tabletops support collaborative learning,2011,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,10.1145/1999030.1999043
"BIM4VET, Towards BIM Training Recommendation for AEC Professionals",2018,Springer Link,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,MultiTaction MT555UTB,"55""",10.1007/978-3-030-00220-6_100
Block-oriented programming with tangibles: An engaging way to learn computational thinking skills,2017,IEEE Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,"Multi-Device, Rear-Projected","Sensor-Assisted-Vision-Based, Tangible-Tokens","Multi-touch, Touch",Colaboração presencial,,,10.1109/BLOCKS.2017.8120413
Bonfire: a nomadic system for hybrid laptop-tabletop interaction,2009,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Front-Projected,Vision-Based,"Gesture, Multi-touch, Tangibility, Touch",Usuário único,,,10.1145/1622176.1622202
BotMap: Non-Visual Panning and Zooming with an Actuated Tabletop Tangible Interface,2018,ACM Digital Library,Study describing digital tabletop application that mentions the hardware used,Accepted,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,MultiTaction MT420S,42”,10.1145/3204460
BrainExplorer: an innovative tool for teaching neuroscience,2012,ACM Digital Library,Study describing digital tabletop techniques,Accepted,,Rear-Projected,"Pen, Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,,,10.1145/2396636.2396712
