bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,What if Social Robots Look for Productive Engagement?: Automated Assessment of Goal-Centric Engagement in Learning Applications,"Nasir, Jauwairia and Bruno, Barbara and Chetouani, Mohamed and Dillenbourg, Pierre",International Journal of Social Robotics,2021,Springer Link,55–71,14,None,,10.1007/s12369-021-00766-w,http://dx.doi.org/10.1007/s12369-021-00766-w,,,,Springer Science and Business Media LLC,1875-4805,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5135532407,gmfreitas,gmfreitas,Rejected,
,Collaborative Learning Analytics,"Wise, Alyssa Friend and Knight, Simon and Shum, Simon Buckingham",,2021,Springer Link,425–443,,None,,10.1007/978-3-030-65291-3_23,http://dx.doi.org/10.1007/978-3-030-65291-3_23,,,,Springer International Publishing,,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5130902778,gmfreitas,gmfreitas,Rejected,
,Learning basic concept of computer programming with path-finding task in ar and its properties,"Ishihara, Makio and Rattanachinalai, Pongpun",Education and Information Technologies,2021,Springer Link,719–742,27,None,,10.1007/s10639-020-10416-9,http://dx.doi.org/10.1007/s10639-020-10416-9,,,,Springer Science and Business Media LLC,1573-7608,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.6787268519,gmfreitas,gmfreitas,Accepted,
,Reading Aloud in Human-Computer Interaction: How Spatial Distribution of Digital Text Units at an Interactive Tabletop Contributes to the Participants’ Shared Understanding,"Heuser, Svenja and Arend, Béatrice and Sunnen, Patrick",,2020,Springer Link,117–134,,None,,10.1007/978-3-030-60117-1_9,http://dx.doi.org/10.1007/978-3-030-60117-1_9,,,,Springer International Publishing,1611-3349,,,Articles that omits the tabletop technique,45770.6537962963,45777.9408101852,gmfreitas,gmfreitas,Rejected,
,Zooming in Time—Exploring Students’ Interpretations of a Dynamic Tree of Life,"Stenlund, Jörgen Ingemar and Schönborn, Konrad Janek and Tibell, Lena Anna Elisabet",Journal of Science Education and Technology,2020,Springer Link,125–138,30,None,,10.1007/s10956-020-09893-x,http://dx.doi.org/10.1007/s10956-020-09893-x,,,,Springer Science and Business Media LLC,1573-1839,,,Articles that omits the tabletop technique,45770.6537962963,45777.9370949074,gmfreitas,gmfreitas,Rejected,
,"Collaborative behavior, performance and engagement with visual analytics tasks using mobile devices","Chen, Lei and Liang, Hai-Ning and Lu, Feiyu and Papangelis, Konstantinos and Man, Ka Lok and Yue, Yong",Human-centric Computing and Information Sciences,2020,Springer Link,,10,None,,10.1186/s13673-020-00253-7,http://dx.doi.org/10.1186/s13673-020-00253-7,,,,Springer Science and Business Media LLC,2192-1962,,,The digital tabletop interface was not tangible,45770.6537962963,45777.9361226852,gmfreitas,gmfreitas,Rejected,mobile
,Tangible Objects and Mobile Technology: Interactive Learning Environments for Students with Learning Disabilities,"Polat, Elif and Cagiltay, Kursat and Karasu, Necdet",,2019,Springer Link,635–653,,None,,10.1007/978-981-13-2766-7_119,http://dx.doi.org/10.1007/978-981-13-2766-7_119,,,,Springer Singapore,,,,Articles that omits the tabletop technique,45770.6537962963,45777.91375,gmfreitas,gmfreitas,Rejected,
,Resolving display shape dependence issues on tabletops,"McNaughton, James and Crick, Tom and Smith, Shamus",Computational Visual Media,2018,Springer Link,349–365,4,None,,10.1007/s41095-018-0124-x,http://dx.doi.org/10.1007/s41095-018-0124-x,,,,Tsinghua University Press,2096-0662,,,Articles that omits the tabletop technique,45770.6537962963,45777.8990509259,gmfreitas,gmfreitas,Rejected,
,Wearable Augmented Reality System Using Head-Mounted Projector,"Iimori, Masamichi and Komuro, Takashi",,2021,Springer Link,481–491,,None,,10.1007/978-3-030-90439-5_38,http://dx.doi.org/10.1007/978-3-030-90439-5_38,,,,Springer International Publishing,1611-3349,,,Interfaces with only mouse/keyboard interaction,45770.6537962963,45796.6496643519,gmfreitas,gmfreitas,Rejected,Não tem como interagir com a projeção
,Pivoting to Land Co-Creative AI Tools in Newsrooms,"Zachos, Konstantinos and Maiden, Neil and Dowsett, Mark",,2025,Springer Link,99–127,,None,,10.1007/978-3-031-84535-2_4,http://dx.doi.org/10.1007/978-3-031-84535-2_4,,,,Springer Nature Switzerland,,,,The digital tabletop interface was not tangible,45770.6537962963,45780.749837963,gmfreitas,gmfreitas,Rejected,Não é sobre tabletop
,Cyber Ranges,"Beuran, Razvan",,2025,Springer Link,221–259,,None,,10.1007/978-981-96-0555-2_11,http://dx.doi.org/10.1007/978-981-96-0555-2_11,,,,Springer Nature Singapore,,,,The digital tabletop interface was not tangible,45770.6537962963,45780.7493981481,gmfreitas,gmfreitas,Rejected,Não é sobre tabletop
,Computer Games for Entertainment and Education: A Literature Review and Exploration on Artificial Intelligence Integration,"Papadimitriou, Spyros and Virvou, Maria",,2025,Springer Link,25–62,,None,,10.1007/978-3-031-77464-5_2,http://dx.doi.org/10.1007/978-3-031-77464-5_2,,,,Springer Nature Switzerland,1868-4408,,,The digital tabletop interface was not tangible,45770.6537962963,45779.96625,gmfreitas,gmfreitas,Rejected,Não é sobre tabletop
,Designing a Learning Robot to Encourage Collaboration Between Children,"Kaag, Wouter and Theune, Mariët and Huibers, Theo",,2021,Springer Link,148–168,,None,,10.1007/978-3-030-78448-5_11,http://dx.doi.org/10.1007/978-3-030-78448-5_11,,,,Springer International Publishing,1867-822X,,,Study describing digital tabletop application that mentions the hardware used,45770.6537962963,45796.6564467593,gmfreitas,gmfreitas,Accepted,
,Situating makerspace curricula for students with learning differences within Vygotsky’s cultural historical psychology,"Tilak, Shantanu and Viar, Rachelle and Turner, Beau and Kennedy, Kadie",Universal Access in the Information Society,2024,Springer Link,,,None,,10.1007/s10209-024-01177-0,http://dx.doi.org/10.1007/s10209-024-01177-0,,,,Springer Science and Business Media LLC,1615-5297,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5553356482,gmfreitas,gmfreitas,Rejected,Display vertical
,Including Non-autistic Peers in Games Designed for Autistic Socialization,"Xiao, Yiqi",,2024,Springer Link,330–337,,None,,10.1007/978-3-031-74138-8_23,http://dx.doi.org/10.1007/978-3-031-74138-8_23,,,,Springer Nature Switzerland,1611-3349,,,Articles that omits the tabletop technique,45770.6537962963,45778.5542592593,gmfreitas,gmfreitas,Rejected,
,HI Applications for ADHD Children: A Case for Enhanced Visual Representations Using Novel and Adapted Guidelines,"Phalke, Sandesh Sanjeev and Shrivastava, Abhishek",,2023,Springer Link,207–226,,None,,10.1007/978-981-99-1916-1_16,http://dx.doi.org/10.1007/978-981-99-1916-1_16,,,,Springer Nature Singapore,2367-3389,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5461689815,gmfreitas,gmfreitas,Rejected,
,An exploration of pressure input with bare finger for Mobile interaction in stationary and Mobile situations,"Wang, Manying and Qin, Guihe and Sun, Minghui and Zhao, Jian and Qin, Jun",Multimedia Tools and Applications,2023,Springer Link,25711–25731,82,None,,10.1007/s11042-023-14503-0,http://dx.doi.org/10.1007/s11042-023-14503-0,,,,Springer Science and Business Media LLC,1573-7721,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5450462963,gmfreitas,gmfreitas,Rejected,foco em mobile
,Evaluation of teachers’ orchestration tools usage in robotic classrooms,"Shahmoradi, Sina and Kothiyal, Aditi and Bruno, Barbara and Dillenbourg, Pierre",Education and Information Technologies,2023,Springer Link,3219–3256,29,None,,10.1007/s10639-023-11909-z,http://dx.doi.org/10.1007/s10639-023-11909-z,,,,Springer Science and Business Media LLC,1573-7608,,,Articles that omits the tabletop technique,45770.6537962963,45778.5444444444,gmfreitas,gmfreitas,Rejected,
,The role of interface configuration on performance accuracy in eyes-free touchscreen interaction,"Pooripanyakun, Munyaporn and Wodehouse, Andrew and Mehnen, Jorn",Universal Access in the Information Society,2023,Springer Link,393–408,24,None,,10.1007/s10209-023-01057-z,http://dx.doi.org/10.1007/s10209-023-01057-z,,,,Springer Science and Business Media LLC,1615-5297,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5436458333,gmfreitas,gmfreitas,Rejected,mobile
,Collaborative Environments for Augmented and Virtual Reality Applications,"Manuri, Federico and De Pace, Francesco and Sanna, Andrea",,2022,Springer Link,1–10,,None,,10.1007/978-3-319-08234-9_478-1,http://dx.doi.org/10.1007/978-3-319-08234-9_478-1,,,,Springer International Publishing,,,,Articles that omits the tabletop technique,45770.6537962963,45778.5291898148,gmfreitas,gmfreitas,Rejected,
,Motivational and Behavioral Differences Between Traditional and Digital Tabletop Games,"Liu, Sha and Wang, Junren and Long, Yang and Tan, Yu",,2021,Springer Link,351–359,,None,,10.1007/978-3-030-80091-8_41,http://dx.doi.org/10.1007/978-3-030-80091-8_41,,,,Springer International Publishing,2367-3389,,,Articles that omits the tabletop technique,45770.6537962963,45778.5045486111,gmfreitas,gmfreitas,Rejected,
,Informing the design of a multisensory learning environment for elementary mathematics learning,"Cuturi, Luigi F. and Cappagli, Giulia and Yiannoutsou, Nikoleta and Price, Sara and Gori, Monica",Journal on Multimodal User Interfaces,2021,Springer Link,155–171,16,None,,10.1007/s12193-021-00382-y,http://dx.doi.org/10.1007/s12193-021-00382-y,,,,Springer Science and Business Media LLC,1783-8738,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5015162037,gmfreitas,gmfreitas,Rejected,
,Exploring multilayered collaboration designs,"Law, Nancy and Järvelä, Sanna and Rosé, Carolyn",International Journal of Computer-Supported Collaborative Learning,2021,Springer Link,1–5,16,None,,10.1007/s11412-021-09342-w,http://dx.doi.org/10.1007/s11412-021-09342-w,,,,Springer Science and Business Media LLC,1556-1615,,,Articles that omits the tabletop technique,45770.6537962963,45778.5005787037,gmfreitas,gmfreitas,Rejected,
,Evaluating the Socioenactive Experience with a Tangible Tabletop Installation: A Case Study,"Mendoza, Yusseli Lizeth Méndez and Baranauskas, M. Cecília C.",,2020,Springer Link,126–135,,None,,10.1007/978-3-030-66919-5_13,http://dx.doi.org/10.1007/978-3-030-66919-5_13,,,,Springer International Publishing,1865-0937,,,Study evaluating digital tabletop techniques,45770.6537962963,45796.6550694444,gmfreitas,gmfreitas,Accepted,
,Toward tangibles and display-rich interfaces for co-located and distributed genomics collaborations,"Konkel, Miriam K. and Ullmer, Brygg and Shaer, Orit and Mazalek, Ali and Branton, Chris",Personal and Ubiquitous Computing,2020,Springer Link,767–779,26,None,,10.1007/s00779-020-01376-5,http://dx.doi.org/10.1007/s00779-020-01376-5,,,,Springer Science and Business Media LLC,1617-4917,,,Articles that omits the tabletop technique,45770.6537962963,45777.9341435185,gmfreitas,gmfreitas,Rejected,
,Technologies for the Design Review Process,"Vishkaie, Rojin and Levy, Richard",,2024,Springer Link,1820–1829,,,,10.1007/978-3-031-23161-2_203,http://dx.doi.org/10.1007/978-3-031-23161-2_203,,,,Springer International Publishing,,,,,45770.6537962963,45770.6537962963,gmfreitas,,Duplicated,
,A Framework for Designing Tabletop Games in Group-Based Motor Rehabilitation,"Duckworth, Jonathan and Mumford, Nick and Bayliss, Jessica D. and Wilson, Peter H.",,2023,Springer Link,25–49,,None,,10.1007/978-1-0716-3371-7_2,http://dx.doi.org/10.1007/978-1-0716-3371-7_2,,,,Springer New York,2199-4692,,,Articles that omits the tabletop technique,45770.6537962963,45796.5612615741,gmfreitas,gmfreitas,Rejected,
,Usability of Montessori tangible user interfaces to support learners’ retention skills in preschools,"Chettaoui, Neila and Atia, Ayman and Bouhlel, Med Salim and Elmohaiman, Dalia Abd and Ahmed, Sara",Personal and Ubiquitous Computing,2022,Springer Link,481–494,27,None,,10.1007/s00779-022-01706-9,http://dx.doi.org/10.1007/s00779-022-01706-9,,,,Springer Science and Business Media LLC,1617-4917,,,The digital tabletop interface was not tangible,45770.6537847222,45796.5546759259,gmfreitas,gmfreitas,Rejected,"O display não é feito direto na mesa, a mesa serve só como forma de input"
,A Multidimensional Taxonomy Model for Music Tangible User Interfaces,"Baratè, Adriano and Ludovico, Luca Andrea",,2024,Springer Link,517–531,,None,,10.1007/978-3-031-53311-2_38,http://dx.doi.org/10.1007/978-3-031-53311-2_38,,,,Springer Nature Switzerland,1611-3349,,,Articles that omits the tabletop technique,45770.6537847222,45780.7487615741,gmfreitas,gmfreitas,Rejected,
,Challenges in Data Visualization with Extended Reality Devices,"Porcino, Thiago and Clua, Esteban",,2024,Springer Link,305–310,,None,,10.1007/978-3-031-74353-5_24,http://dx.doi.org/10.1007/978-3-031-74353-5_24,,,,Springer Nature Switzerland,1611-3349,,,"Incomplete works, posters, summaries",45770.6537962963,45780.7208101852,gmfreitas,gmfreitas,Rejected,
,An Effective Design on Locomotion and View Management for an Immersive Analytics Platform in Everyday Use,"Sun, Bo and Weidner, Benjamin Daniel",,2024,Springer Link,298–312,,None,,10.1007/978-3-031-61044-8_21,http://dx.doi.org/10.1007/978-3-031-61044-8_21,,,,Springer Nature Switzerland,1611-3349,,,The digital tabletop interface was not tangible,45770.6537962963,45779.9560069444,gmfreitas,gmfreitas,Rejected,Não é sobre tabletop
,Navigating Failure in a Museum-Based Videogame: Convergent and Divergent Mechanisms of Collaboration as Potential Levers for Informal Learning About Climate Change,"Zummo, Lynne and Menlove, Rebecca T. and Massey, Eliana",Journal of Science Education and Technology,2024,Springer Link,851–866,33,None,,10.1007/s10956-024-10129-5,http://dx.doi.org/10.1007/s10956-024-10129-5,,,,Springer Science and Business Media LLC,1573-1839,,,Articles that omits the tabletop technique,45770.6537962963,45778.553587963,gmfreitas,gmfreitas,Rejected,
,Interactive Spatial Audio Diffusion: The Pendulum Haptic Interface Prototype,"Husa, Pavel and Leischner, Vojtech and Kaltenbrunner, Martin and Tomás, Enrique",,2024,Springer Link,164–171,,None,,10.1007/978-3-031-66594-3_17,http://dx.doi.org/10.1007/978-3-031-66594-3_17,,,,Springer Nature Switzerland,2367-3389,,,Articles that omits the tabletop technique,45770.6537962963,45778.5523842593,gmfreitas,gmfreitas,Rejected,
,A user-based information rating scale to evaluate the design of technology-based supports for autism,"Zervogianni, Vanessa and Fletcher-Watson, Sue and Herrera, Gerardo and Goodwin, Matthew S. and Triquell, Elise and Pérez-Fuster, Patricia and Brosnan, Mark and Grynszpan, Ouriel",Universal Access in the Information Society,2023,Springer Link,1739–1749,23,None,,10.1007/s10209-023-00995-y,http://dx.doi.org/10.1007/s10209-023-00995-y,,,,Springer Science and Business Media LLC,1615-5297,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5396527778,gmfreitas,gmfreitas,Rejected,
,"Design, Implementation, and Early Experimentation of a Music Tangible User Interface for Elderly People Rehabilitation","Korsten, Helene and Baratè, Adriano and Ludovico, Luca A.",,2023,Springer Link,108–129,,None,,10.1007/978-3-031-41962-1_6,http://dx.doi.org/10.1007/978-3-031-41962-1_6,,,,Springer Nature Switzerland,1865-0937,,,The digital tabletop interface was not tangible,45770.6537962963,45778.5340740741,gmfreitas,gmfreitas,Rejected,Display vertical
,Music Tangible User Interfaces and Vulnerable Users: State of the Art and Experimentation,"Baratè, Adriano and Korsten, Helene and Ludovico, Luca A. and Oriolo, Eleonora",,2023,Springer Link,1–25,,None,,10.1007/978-3-031-41962-1_1,http://dx.doi.org/10.1007/978-3-031-41962-1_1,,,,Springer Nature Switzerland,1865-0937,,,The digital tabletop interface was not tangible,45770.6537847222,45778.5325115741,gmfreitas,gmfreitas,Rejected,Display vertical
,Special Issue: Advanced human–computer interfaces for promoting inclusive communication and social interaction,"Reyes-Lecuona, Arcadio and Manresa-Yee, Cristina and Molina-Tanco, Luis and Montalvo, Blanca and González-González, Carina",Universal Access in the Information Society,2023,Springer Link,1–2,23,None,,10.1007/s10209-023-01061-3,http://dx.doi.org/10.1007/s10209-023-01061-3,,,,Springer Science and Business Media LLC,1615-5297,,,Articles that omits the tabletop technique,45770.6537847222,45778.5296412037,gmfreitas,gmfreitas,Rejected,
